PeakID (cmd=annotatePeaks.pl 500_result/Hyper.hotspot.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
730	chr12	98950001	98950500	+	0	NA	intron (NM_198311, intron 7 of 14)	(CA)n|Simple_repeat|Simple_repeat	29676	NM_198311	76260	Mm.282660	NM_029553	ENSMUSG00000021013	Ttc8	0610012F22Rik|AV001447|BBS8	tetratricopeptide repeat domain 8	protein-coding
809	chr15	101054001	101054500	+	0	NA	exon (NM_001214911, exon 1 of 1)	exon (NM_001214911, exon 1 of 1)	149	NM_001214911	668225	Mm.385011	NM_001214911	ENSMUSG00000095440	Fignl2	EG668225	fidgetin-like 2	protein-coding
727	chr12	102517501	102518000	+	0	NA	Intergenic	Intergenic	-37191	NM_007693	12652	Mm.4137	NM_007693	ENSMUSG00000021194	Chga	ChrA|cgA	chromogranin A	protein-coding
744	chr13	98573501	98574000	+	0	NA	Intergenic	Intergenic	63660	NM_026685	68344	Mm.28766	NM_026685	ENSMUSG00000046082	Tmem174	0610009B10Rik|AA986094	transmembrane protein 174	protein-coding
131	chr2	169892501	169893000	+	0	NA	intron (NM_001363022, intron 2 of 2)	intron (NM_001363022, intron 2 of 2)	70437	NR_131974	446211	Mm.266854	NR_131974	ENSMUSG00000103935	AY702102	STDP1	cDNA sequence AY702102	ncRNA
403	chr7	116172501	116173000	+	0	NA	intron (NM_172743, intron 6 of 24)	intron (NM_172743, intron 6 of 24)	16854	NM_001305190	233765	Mm.3741	NM_172743	ENSMUSG00000045659	Plekha7	A430081P20Rik|AI414265	pleckstrin homology domain containing, family A member 7	protein-coding
511	chr8	121570501	121571000	+	0	NA	intron (NM_133765, intron 1 of 8)	intron (NM_133765, intron 1 of 8)	8056	NM_133765	76454	Mm.24829	NM_133765	ENSMUSG00000052934	Fbxo31	1110003O08Rik|2310046N15Rik|Fbx14|Fbxo14	F-box protein 31	protein-coding
835	chr15	7214001	7214500	+	0	NA	intron (NM_178748, intron 19 of 21)	intron (NM_178748, intron 19 of 21)	73708	NM_013584	16880	Mm.149720	NM_013584	ENSMUSG00000054263	Lifr	A230075M04Rik|AW061234|LIF	LIF receptor alpha	protein-coding
603	chr10	120551501	120552000	+	0	NA	Intergenic	Intergenic	-75281	NM_010441	15364	Mm.157190	NM_010441	ENSMUSG00000056758	Hmga2	9430083A20Rik|HMGI-C|Hmgic|pg|pygmy	high mobility group AT-hook 2	protein-coding
776	chr14	107858501	107859000	+	0	NA	Intergenic	L1_Mus2|LINE|L1	1055489	NM_199065	76965	Mm.257268	NM_199065	ENSMUSG00000075478	Slitrk1	3200001I04Rik	SLIT and NTRK-like family, member 1	protein-coding
286	chr5	143287501	143288000	+	0	NA	exon (NM_001370826, exon 3 of 3)	exon (NM_001370826, exon 3 of 3)	5784	NM_001370826	330230		NM_001370826	ENSMUSG00000093910	Zfp853	Gm792	zinc finger protein 853	protein-coding
218	chr4	152763001	152763500	+	0	NA	Intergenic	Intergenic	65710	NR_033138	330004	Mm.291863	NM_001033414		Gm833	-	predicted gene 833	ncRNA
193	chr4	117312501	117313000	+	0	NA	intron (NM_025739, intron 2 of 14)	intron (NM_025739, intron 2 of 14)	-23295	NM_001310731	66743	Mm.318331	NM_025739	ENSMUSG00000028677	Rnf220	4732477A13|4931406I20Rik|5730503K05Rik|AV302541	ring finger protein 220	protein-coding
68	chr1	63264001	63264500	+	0	NA	intron (NM_001285936, intron 3 of 6)	intron (NM_001285936, intron 3 of 6)	-9019	NM_001267872	73884	Mm.86986	NM_028673	ENSMUSG00000027520	Zdbf2	4930431J08Rik|9330107J05Rik	zinc finger, DBF-type containing 2	protein-coding
595	chr10	80013501	80014000	+	0	NA	exon (NM_001347081, exon 42 of 47)	exon (NM_001347081, exon 42 of 47)	-2922	NM_001142701	70719	Mm.243954	NM_027521	ENSMUSG00000035697	Arhgap45	6330406L22Rik|AW539505|Ha-1|Hmha1	Rho GTPase activating protein 45	protein-coding
619	chr11	89623501	89624000	+	0	NA	intron (NM_001327810, intron 2 of 19)	intron (NM_001327810, intron 2 of 19)	73186	NM_001327810	382543	Mm.60997	NM_172534	ENSMUSG00000047773	Ankfn1	4932411E22Rik|Gm1175|nmf9	ankyrin-repeat and fibronectin type III domain containing 1	protein-coding
52	chr1	16503501	16504000	+	0	NA	intron (NM_025303, intron 2 of 13)	(CA)n|Simple_repeat|Simple_repeat	15365	NM_001347044	29819	Mm.216257	NM_025303	ENSMUSG00000025920	Stau2	-	staufen double-stranded RNA binding protein 2	protein-coding
799	chr15	74194001	74194500	+	0	NA	Intergenic	Intergenic	293396	NR_144499	102634630		NR_144499		Gm32168	-	predicted gene, 32168	ncRNA
630	chr11	69805001	69805500	+	0	NA	non-coding (NR_027913, exon 1 of 1)	non-coding (NR_027913, exon 1 of 1)	374	NM_001033433	380705	Mm.490673	NM_001033433	ENSMUSG00000089876	Tmem102	4632403M07Rik|Cbap|Tmem102-ps	transmembrane protein 102	protein-coding
591	chr10	83048501	83049000	+	0	NA	intron (NM_021439, intron 1 of 2)	RSINE1|SINE|B4	63253	NM_021439	58250	Mm.360747	NM_021439	ENSMUSG00000034612	Chst11	1110020P09Rik|C4ST|C4ST-1|C4ST1|C4s	carbohydrate sulfotransferase 11	protein-coding
260	chr5	111420001	111420500	+	0	NA	exon (NM_001081235, exon 2 of 3)	exon (NM_001081235, exon 2 of 3)	2950	NM_001081235	433938	Mm.332576	NM_001081235	ENSMUSG00000070576	Mn1	AA003644|AA009236	meningioma 1	protein-coding
587	chr10	81462001	81462500	+	0	NA	3' UTR (NM_001311127, exon 11 of 11)	3' UTR (NM_001311127, exon 11 of 11)	10881	NM_001311127	319586	Mm.152689	NM_176954	ENSMUSG00000034818	Celf5	4930565A21Rik|Brunol5	CUGBP, Elav-like family member 5	protein-coding
370	chr6	31565001	31565500	+	0	NA	Intergenic	Intergenic	-1313	NM_013723	27205	Mm.89918	NM_013723	ENSMUSG00000025608	Podxl	AW121214|Ly102|PC|PCLP-1|Pclp1|Podxl1	podocalyxin-like	protein-coding
476	chr8	93730501	93731000	+	0	NA	Intergenic	Intergenic	-10775	NR_154559	108167546	Mm.403939	NR_154559		Gm30606	-	predicted gene, 30606	ncRNA
644	chr11	119034501	119035000	+	0	NA	Intergenic	(A)n|Simple_repeat|Simple_repeat	6163	NM_013926	30951	Mm.99953	NM_013926	ENSMUSG00000025578	Cbx8	Pc3	chromobox 8	protein-coding
627	chr11	85840501	85841000	+	0	NA	exon (NM_009324, exon 7 of 7)	exon (NM_009324, exon 7 of 7)	8135	NM_009324	21385	Mm.287052	NM_009324	ENSMUSG00000000093	Tbx2	-	T-box 2	protein-coding
499	chr8	121301501	121302000	+	0	NA	Intergenic	Intergenic	174065	NM_008024	14241	Mm.5111	NM_008024	ENSMUSG00000097084	Foxl1	FREAC7|Fkh6|fkh-6	forkhead box L1	protein-coding
35	chr1	156449501	156450000	+	0	NA	intron (NM_009230, intron 3 of 15)	intron (NM_009230, intron 3 of 15)	24578	NM_009230	20652	Mm.28099	NM_009230	ENSMUSG00000026600	Soat1	8430426K15Rik|ACAT-1|AW550831|Acact|ald|hid	sterol O-acyltransferase 1	protein-coding
592	chr10	77864501	77865000	+	0	NA	exon (NM_001287074, exon 3 of 12)	exon (NM_001287074, exon 3 of 12)	2775	NM_001101631	100041351	Mm.441672	NM_001101631	ENSMUSG00000111915	Gm3285	-	predicted gene 3285	protein-coding
893	chr17	34957501	34958000	+	0	NA	exon (NM_010478, exon 1 of 1)	exon (NM_010478, exon 1 of 1)	1488	NM_010478	15511	Mm.372314	NM_010478	ENSMUSG00000090877	Hspa1b	HSP70B1|Hsp70|Hsp70-1|Hsp70.1|hsp68	heat shock protein 1B	protein-coding
283	chr5	143254001	143254500	+	0	NA	exon (NM_017467, exon 7 of 7)	exon (NM_017467, exon 7 of 7)	15772	NM_017467	54201	Mm.6666	NM_017467	ENSMUSG00000046658	Zfp316	Emzf1|Mzf3|Znf316	zinc finger protein 316	protein-coding
773	chr14	118713501	118714000	+	0	NA	Intergenic	L1_Mur3|LINE|L1	-7531	NM_001163676	239273	Mm.40537	NM_001033336	ENSMUSG00000032849	Abcc4	ABCC4-N1|D630049P08Rik|MOATB|MRP4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4	protein-coding
657	chr11	103193501	103194000	+	0	NA	intron (NM_001077698, intron 15 of 25)	intron (NM_001077698, intron 15 of 25)	14798	NM_001254724	69441	Mm.380648	NM_027082	ENSMUSG00000020940	1700023F06Rik	-	RIKEN cDNA 1700023F06 gene	protein-coding
606	chr10	126792501	126793000	+	0	NA	non-coding (NR_131015, exon 1 of 4)	non-coding (NR_131015, exon 1 of 4)	960	NR_131015	75813	Mm.159583	NR_131015	ENSMUSG00000112832	4930484H19Rik	-	RIKEN cDNA 4930484H19 gene	ncRNA
214	chr4	140002001	140002500	+	0	NA	Intergenic	Intergenic	-34224	NM_173427	242721	Mm.60400	NM_173427	ENSMUSG00000078234	Klhdc7a	B230308G19Rik	kelch domain containing 7A	protein-coding
196	chr4	109982501	109983000	+	0	NA	3' UTR (NM_172296, exon 3 of 3)	3' UTR (NM_172296, exon 3 of 3)	4725	NM_172296	242620	Mm.32825	NM_172296	ENSMUSG00000047143	Dmrta2	Dmrt5	doublesex and mab-3 related transcription factor like family A2	protein-coding
467	chr8	87470001	87470500	+	0	NA	3' UTR (NM_019626, exon 3 of 3)	3' UTR (NM_019626, exon 3 of 3)	2342	NM_019626	12404	Mm.4880	NM_019626	ENSMUSG00000031654	Cbln1	AI323299	cerebellin 1 precursor protein	protein-coding
20	chr1	190173001	190173500	+	0	NA	intron (NR_151620, intron 1 of 1)	intron (NR_151620, intron 1 of 1)	-2423	NM_008937	19130	Mm.132579	NM_008937	ENSMUSG00000010175	Prox1	A230003G05Rik|PROX-1	prospero homeobox 1	protein-coding
395	chr7	144789501	144790000	+	0	NA	Intergenic	Intergenic	-48862	NM_008007	14174	Mm.4947	NM_008007	ENSMUSG00000031074	Fgf3	Fgf-3|Int-2|Int-P	fibroblast growth factor 3	protein-coding
179	chr3	36532001	36532500	+	0	NA	Intergenic	Intergenic	-10805	NR_040411	100503068	Mm.389423	NR_040411	ENSMUSG00000085007	Gm11549	-	predicted gene 11549	ncRNA
32	chr1	154205001	154205500	+	0	NA	exon (NM_001204908, exon 2 of 2)	exon (NM_001204908, exon 2 of 2)	4063	NM_001204908	100503355	Mm.484410	NM_001204908	ENSMUSG00000066797	Zfp648	Gm10178|Gm203	zinc finger protein 648	protein-coding
648	chr11	115318501	115319000	+	0	NA	exon (NM_176847, exon 2 of 3)	exon (NM_176847, exon 2 of 3)	3168	NM_176847	16470	Mm.451539	NM_176847	ENSMUSG00000045288	Ush1g	Sans|js	USH1 protein network component sans	protein-coding
391	chr7	131643501	131644000	+	0	NA	Intergenic	Intergenic	83256	NM_001317350	12237	Mm.927	NM_009774	ENSMUSG00000066979	Bub3	AU019800|AU021329|AU043350|AW146323|C78067	BUB3 mitotic checkpoint protein	protein-coding
767	chr14	70287501	70288000	+	0	NA	intron (NM_008915, intron 1 of 13)	intron (NM_008915, intron 1 of 13)	1747	NM_001304992	19057	Mm.439683	NM_008915	ENSMUSG00000022092	Ppp3cc	Calnc|PP2BA gamma	protein phosphatase 3, catalytic subunit, gamma isoform	protein-coding
879	chr17	11963001	11963500	+	0	NA	intron (NM_016694, intron 9 of 11)	Charlie2a|DNA|hAT-Charlie	-80061	NR_045808	52027	Mm.442257	NR_045808		D17Ertd648e	-	DNA segment, Chr 17, ERATO Doi 648, expressed	ncRNA
387	chr7	135410501	135411000	+	0	NA	exon (NM_183193, exon 1 of 2)	exon (NM_183193, exon 1 of 2)	383	NM_183193	270004	Mm.132547	NM_183193	ENSMUSG00000048377	Foxi2	B130055A05Rik	forkhead box I2	protein-coding
570	chr9	107527001	107527500	+	0	NA	intron (NM_001174050, intron 37 of 37)	CpG	-6695	NM_019704	56395	Mm.260153	NM_019704	ENSMUSG00000010045	Tmem115	C78915|Pl6|Pp6	transmembrane protein 115	protein-coding
473	chr8	84705001	84705500	+	0	NA	TTS (NM_008535)	TTS (NM_008535)	3793	NM_008535	17095	Mm.4925	NM_008535	ENSMUSG00000034041	Lyl1	Lyl-1|bHLHa18	lymphoblastomic leukemia 1	protein-coding
249	chr4	58990501	58991000	+	0	NA	Intergenic	Intergenic	-3672	NM_025968	67103	Mm.34497	NM_025968	ENSMUSG00000028378	Ptgr1	2510002C21Rik|Ltb4dh|Zadh3	prostaglandin reductase 1	protein-coding
55	chr1	75388501	75389000	+	0	NA	exon (NM_007463, exon 4 of 41)	exon (NM_007463, exon 4 of 41)	3140	NM_001085370	11790	Mm.275397	NM_007463	ENSMUSG00000026207	Speg	AW125581|Apeg1|BPEG|D1Bwg1450e|SPEGalpha|SPEGbeta|mKIAA1297	SPEG complex locus	protein-coding
967	chrX	73503501	73504000	+	0	NA	intron (NM_001310537, intron 1 of 20)	intron (NM_001310537, intron 1 of 20)	664	NM_177236	320707	Mm.210095	NM_177236	ENSMUSG00000031376	Atp2b3	6430519O13Rik|Pmca3	ATPase, Ca++ transporting, plasma membrane 3	protein-coding
896	chr17	29842001	29842500	+	0	NA	exon (NM_001081160, exon 9 of 16)	exon (NM_001081160, exon 9 of 16)	45632	NM_001081160	74762	Mm.40901	NM_001081160	ENSMUSG00000043557	Mdga1	1200011I03Rik|GPIM|Mamdc3	MAM domain containing glycosylphosphatidylinositol anchor 1	protein-coding
392	chr7	142578001	142578500	+	0	NA	promoter-TSS (NR_130974)	promoter-TSS (NR_130974)	-104	NR_130973	14955	Mm.14802	NR_001592	ENSMUSG00000000031	H19	AI747191|EyeLinc6	H19, imprinted maternally expressed transcript	ncRNA
957	chrX	98937001	98937500	+	0	NA	promoter-TSS (NM_207633)	promoter-TSS (NM_207633)	-531	NM_207633	77929	Mm.212290	NM_207633	ENSMUSG00000047694	Yipf6	A430107J06Rik	Yip1 domain family, member 6	protein-coding
56	chr1	75422001	75422500	+	0	NA	exon (NM_007463, exon 30 of 41)	exon (NM_007463, exon 30 of 41)	-13686	NM_001357170	69080	Mm.23951	NM_133708	ENSMUSG00000033021	Gmppa	1810012N01Rik	GDP-mannose pyrophosphorylase A	protein-coding
906	chr18	53996001	53996500	+	0	NA	Intergenic	CpG	134137	NM_152809	70425	Mm.368668	NM_152809	ENSMUSG00000073563	Csnk1g3	3300002K07Rik|C330049O21Rik	casein kinase 1, gamma 3	protein-coding
315	chr5	30622001	30622500	+	0	NA	exon (NM_010608, exon 2 of 2)	exon (NM_010608, exon 2 of 2)	-25686	NR_049199	100885838		NR_049199	ENSMUSG00000093710	Mir5625	Gm23930|mmu-mir-5625	microRNA 5625	ncRNA
706	chr11	44761001	44761500	+	0	NA	intron (NM_001362579, intron 7 of 16)	intron (NM_001362579, intron 7 of 16)	141022	NM_001362569	13591	Mm.439662	NM_007897	ENSMUSG00000057098	Ebf1	Ebf|O/E-1|OE-1|Olf-1|Olf1	early B cell factor 1	protein-coding
188	chr4	99354501	99355000	+	0	NA	Intergenic	Intergenic	160603	NM_001145967	242557	Mm.241663	NM_175029	ENSMUSG00000028550	Atg4c	Apg4-C|Apg4c|Atg4cl|Autl1	autophagy related 4C, cysteine peptidase	protein-coding
333	chr6	83762501	83763000	+	0	NA	promoter-TSS (NR_105027)	promoter-TSS (NR_105027)	104	NM_029245	75305	Mm.391478	NM_029245	ENSMUSG00000014747	Ankrd53	4930564N15Rik	ankyrin repeat domain 53	protein-coding
116	chr2	173585501	173586000	+	0	NA	intron (NR_027957, intron 13 of 14)	CpG	-7477	NM_027303	70065	Mm.425115	NM_027303	ENSMUSG00000027517	Ankrd60	1700019A24Rik|1700030G11Rik	ankyrin repeat domain 60	protein-coding
294	chr5	116036501	116037000	+	0	NA	Intergenic	Intergenic	-12322	NM_031869	19079	Mm.458152	NM_031869	ENSMUSG00000029513	Prkab1	1300015D22Rik|AU021155|E430008F22	protein kinase, AMP-activated, beta 1 non-catalytic subunit	protein-coding
673	chr11	3998501	3999000	+	0	NA	exon (NM_001177703, exon 3 of 3)	exon (NM_001177703, exon 3 of 3)	8817	NM_001177691	53897	Mm.103414	NM_016922	ENSMUSG00000049721	Gal3st1	Cst|Gcst	galactose-3-O-sulfotransferase 1	protein-coding
757	chr13	37825001	37825500	+	0	NA	promoter-TSS (NM_026830)	promoter-TSS (NM_026830)	-788	NM_026830	68750	Mm.491109	NM_026830	ENSMUSG00000039087	Rreb1	1110037N09Rik|AA414966|B930013M22Rik	ras responsive element binding protein 1	protein-coding
536	chr9	94410501	94411000	+	0	NA	Intergenic	Intergenic	127331	NM_001033145	68861	Mm.258746	NM_001033145	ENSMUSG00000045414	Dipk2a	1190002N15Rik|GoPro49|HASF	divergent protein kinase domain 2A	protein-coding
448	chr7	44669001	44669500	+	0	NA	non-coding (NR_152106, exon 2 of 5)	non-coding (NR_152106, exon 2 of 5)	1017	NR_152106	69578	Mm.379168	NR_152106	ENSMUSG00000070574	2310016G11Rik	-	RIKEN cDNA 2310016G11 gene	ncRNA
948	chr19	5307501	5308000	+	0	NA	exon (NM_001024717, exon 3 of 3)	exon (NM_001024717, exon 3 of 3)	9419	NM_001024717	545276	Mm.447174	NM_001024717	ENSMUSG00000047658	Gal3st3	-	galactose-3-O-sulfotransferase 3	protein-coding
312	chr5	36336001	36336500	+	0	NA	intron (NM_030889, intron 1 of 26)	intron (NM_030889, intron 1 of 26)	34680	NR_106162	102465792		NR_106162	ENSMUSG00000098884	Mir7689	Gm27434|mmu-mir-7689	microRNA 7689	ncRNA
888	chr17	45805001	45805500	+	0	NA	Intergenic	Intergenic	70744	NR_152153	433111	Mm.213441	NR_152153	ENSMUSG00000097727	F630040K05Rik	-	RIKEN cDNA F630040K05 gene	ncRNA
816	chr15	99084501	99085000	+	0	NA	TTS (NM_001024702)	TTS (NM_001024702)	2978	NM_001024702	239659	Mm.309917	NM_001024702	ENSMUSG00000001076	C1ql4	C1qtnf11|CTRP11	complement component 1, q subcomponent-like 4	protein-coding
300	chr5	25843501	25844000	+	0	NA	intron (NM_001004365, intron 9 of 11)	RLTR20A4|LTR|ERVK	83777	NM_001004365	242894	Mm.150319	NM_001004365	ENSMUSG00000056367	Actr3b	9630005C02|ARP11|AW047569|Arp3b|Arp3beta	ARP3 actin-related protein 3B	protein-coding
667	chr11	29824501	29825000	+	0	NA	exon (NM_176829, exon 1 of 1)	exon (NM_176829, exon 1 of 1)	918	NM_176829	216622	Mm.443260	NM_176829	ENSMUSG00000078157	4931440F15Rik	Fem1ab	RIKEN cDNA 4931440F15 gene	protein-coding
748	chr13	55210001	55210500	+	0	NA	intron (NM_008739, intron 1 of 22)	CpG	468	NM_008739	18193	Mm.168965	NM_008739	ENSMUSG00000021488	Nsd1	AI528500|KMT3B	nuclear receptor-binding SET-domain protein 1	protein-coding
237	chr4	134357501	134358000	+	0	NA	exon (NM_019578, exon 11 of 11)	exon (NM_019578, exon 11 of 11)	14284	NM_001346578	230810	Mm.358876	NM_001039677	ENSMUSG00000028836	Slc30a2	ZnT-2|Znt2	solute carrier family 30 (zinc transporter), member 2	protein-coding
457	chr7	45798001	45798500	+	0	NA	non-coding (NR_110987, exon 13 of 16)	non-coding (NR_110987, exon 13 of 16)	12870	NM_001290990	381983	Mm.44928	NM_001005511	ENSMUSG00000062044	Lmtk3	BC059845|aatyk3	lemur tyrosine kinase 3	protein-coding
220	chr4	155654001	155654500	+	0	NA	promoter-TSS (NM_001320235)	promoter-TSS (NM_001320235)	-866	NM_011985	26561	Mm.29373	NM_011985	ENSMUSG00000029061	Mmp23	CA-MMP	matrix metallopeptidase 23	protein-coding
311	chr5	36713001	36713500	+	0	NA	Intergenic	Intergenic	-17229	NM_001081232	320661	Mm.26480	NM_177221	ENSMUSG00000029190	D5Ertd579e	9030221A05Rik|A930018H20Rik|Kiaa0232	DNA segment, Chr 5, ERATO Doi 579, expressed	protein-coding
406	chr7	112903501	112904000	+	0	NA	3' UTR (NM_001166585, exon 12 of 12)	3' UTR (NM_001166585, exon 12 of 12)	-50212	NM_175279	78748	Mm.349943	NM_175279	ENSMUSG00000098132	Rassf10	4632411J06Rik	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10	protein-coding
668	chr11	29825001	29825500	+	0	NA	exon (NM_176829, exon 1 of 1)	exon (NM_176829, exon 1 of 1)	418	NM_176829	216622	Mm.443260	NM_176829	ENSMUSG00000078157	4931440F15Rik	Fem1ab	RIKEN cDNA 4931440F15 gene	protein-coding
724	chr12	108009501	108010000	+	0	NA	Intergenic	Intergenic	-6336	NM_001286343	58208	Mm.392694	NM_021399	ENSMUSG00000048251	Bcl11b	9130430L19Rik|AI604821|B630002E05Rik|BCL-11B|Ctip2|Rit1	B cell leukemia/lymphoma 11B	protein-coding
490	chr8	118104501	118105000	+	0	NA	Intergenic	Intergenic	-178861	NM_019707	12554	Mm.334841	NM_019707	ENSMUSG00000031841	Cdh13	4932416G01Rik|Cdht|Tcad	cadherin 13	protein-coding
747	chr13	57771001	57771500	+	0	NA	intron (NM_001166466, intron 2 of 11)	intron (NM_001166466, intron 2 of 11)	137082	NM_001166465	20745	Mm.379020	NM_009262	ENSMUSG00000056222	Spock1	Spock|Ticn1|testican	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1	protein-coding
238	chr4	132974001	132974500	+	0	NA	5' UTR (NM_010208, exon 1 of 13)	5' UTR (NM_010208, exon 1 of 13)	155	NM_010208	14191	Mm.271665	NM_010208	ENSMUSG00000028874	Fgr	Ali18|Mhdaali18	FGR proto-oncogene, Src family tyrosine kinase	protein-coding
458	chr7	49304001	49304500	+	0	NA	intron (NM_175272, intron 1 of 37)	intron (NM_175272, intron 1 of 37)	58061	NM_175272	78286	Mm.333881	NM_175272	ENSMUSG00000052512	Nav2	5330421F07Rik|AU067780|BQ960892|HELAD1|POMFIL2|RAINB1|RAINB2|Unc53H2|mKIAA3015	neuron navigator 2	protein-coding
892	chr17	46445001	46445500	+	0	NA	exon (NM_001162864, exon 15 of 15)	exon (NM_001162864, exon 15 of 15)	-6773	NM_144856	108114	Mm.387538	NM_144856	ENSMUSG00000067144	Slc22a7	NLT|OAT2	solute carrier family 22 (organic anion transporter), member 7	protein-coding
396	chr7	138458001	138458500	+	0	NA	Intergenic	Intergenic	-60520	NM_183289	70571	Mm.334297	NM_183289	ENSMUSG00000091002	Tcerg1l	5730476P14Rik	transcription elongation regulator 1-like	protein-coding
593	chr10	80931501	80932000	+	0	NA	3' UTR (NM_008655, exon 4 of 4)	3' UTR (NM_008655, exon 4 of 4)	1659	NM_008655	17873	Mm.1360	NM_008655	ENSMUSG00000015312	Gadd45b	AI323528|Myd118	growth arrest and DNA-damage-inducible 45 beta	protein-coding
379	chr7	81477001	81477500	+	0	NA	intron (NM_021492, intron 7 of 25)	intron (NM_021492, intron 7 of 25)	16675	NM_021492	11775	Mm.322894	NM_021492	ENSMUSG00000062444	Ap3b2	AI549966|AU042881|Naptb|[b]-NAP|beta-NAP|beta3B	adaptor-related protein complex 3, beta 2 subunit	protein-coding
891	chr17	44738501	44739000	+	0	NA	intron (NM_001146038, intron 2 of 8)	intron (NM_001146038, intron 2 of 8)	-2102	NM_001145920	12393	Mm.391013	NM_009820	ENSMUSG00000039153	Runx2	AML3|Cbf|Cbfa-1|Cbfa1|LS3|Osf2|PEBP2aA|Pebp2a1|Pebpa2a	runt related transcription factor 2	protein-coding
924	chr19	41289001	41289500	+	0	NA	intron (NM_031376, intron 13 of 16)	intron (NM_031376, intron 13 of 16)	-25246	NM_133352	107358	Mm.246440	NM_133352	ENSMUSG00000025016	Tm9sf3	1810073M23Rik|2810031D16Rik|AI115521|AI413748|AW146116|AW549777|Smbp|mKIAA4036	transmembrane 9 superfamily member 3	protein-coding
947	chr19	4721001	4721500	+	0	NA	intron (NM_021287, intron 2 of 36)	intron (NM_021287, intron 2 of 36)	10042	NM_021287	20743	Mm.329668	NM_021287	ENSMUSG00000067889	Sptbn2	Spnb3	spectrin beta, non-erythrocytic 2	protein-coding
195	chr4	115904501	115905000	+	0	NA	Intergenic	Intergenic	14084	NM_001357060	76237	Mm.101606	NM_001357060	ENSMUSG00000034185	6430628N08Rik	Tmem275	RIKEN cDNA 6430628N08 gene	protein-coding
887	chr17	45936501	45937000	+	0	NA	Intergenic	Intergenic	-55298	NR_152136	75154	Mm.399341	NR_152136		4930542M03Rik	-	RIKEN cDNA 4930542M03 gene	ncRNA
269	chr5	92112501	92113000	+	0	NA	intron (NM_001359197, intron 1 of 10)	intron (NM_001359197, intron 1 of 10)	24975	NM_001359197	23881	Mm.290530	NM_011816	ENSMUSG00000029405	G3bp2	AA409541|E430034L04Rik|G3BP|mKIAA0660	GTPase activating protein (SH3 domain) binding protein 2	protein-coding
639	chr11	110448501	110449000	+	0	NA	intron (NM_001356345, intron 1 of 10)	(CA)n|Simple_repeat|Simple_repeat	-29765	NM_001356347	26399	Mm.14487	NM_011943	ENSMUSG00000020623	Map2k6	MAPKK 6|MAPKK6|MEK6|MKK6|Prkmk6|SAPKK3	mitogen-activated protein kinase kinase 6	protein-coding
605	chr10	127527501	127528000	+	0	NA	intron (NM_183297, intron 1 of 1)	intron (NM_183297, intron 1 of 1)	-5306	NM_028230	108037	Mm.29890	NM_028230	ENSMUSG00000025403	Shmt2	2700043D08Rik|AA408223|AA986903|SHMT	serine hydroxymethyltransferase 2 (mitochondrial)	protein-coding
12	chr1	180313501	180314000	+	0	NA	Intergenic	LTR16A1|LTR|ERVL	-16726	NM_001081175	320404	Mm.132535	NM_001081175	ENSMUSG00000038855	Itpkb	1110033J02Rik|E130307H12Rik	inositol 1,4,5-trisphosphate 3-kinase B	protein-coding
610	chr10	43021001	43021500	+	0	NA	exon (NM_175407, exon 6 of 7)	exon (NM_175407, exon 6 of 7)	-30088	NR_153349	327749	Mm.428887	NR_153349		Gm5079	C230040G06	predicted gene 5079	ncRNA
