PeakID (cmd=annotatePeaks.pl 500_result/Hypo.hotspot.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1889	chr9	106371501	106372000	+	0	NA	intron (NM_153459, intron 2 of 2)	intron (NM_153459, intron 2 of 2)	3118	NM_153459	235584	Mm.275584	NM_153459	ENSMUSG00000053716	Dusp7	AU015694|Mkpx|Pyst2	dual specificity phosphatase 7	protein-coding
1787	chr9	50754501	50755000	+	0	NA	intron (NM_001289782, intron 3 of 3)	intron (NM_001289782, intron 3 of 3)	1779	NM_001289785	12955	Mm.178	NM_009964	ENSMUSG00000032060	Cryab	Crya-2|Crya2|HspB5|P23	crystallin, alpha B	protein-coding
3345	chr19	43551001	43551500	+	0	NA	Intergenic	Intergenic	-26645	NM_010324	14718	Mm.19039	NM_010324	ENSMUSG00000025190	Got1	AI789014|Got-1|cAspAT|cCAT	glutamic-oxaloacetic transaminase 1, soluble	protein-coding
2358	chr11	101052501	101053000	+	0	NA	intron (NM_001362637, intron 19 of 21)	intron (NM_001362637, intron 19 of 21)	-17344	NM_013792	27419	Mm.95452	NM_013792	ENSMUSG00000001751	Naglu	-	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)	protein-coding
915	chr5	146415001	146415500	+	0	NA	intron (NM_145155, intron 1 of 9)	intron (NM_145155, intron 1 of 9)	30244	NM_145155	245880	Mm.472750	NM_145155	ENSMUSG00000029636	Wasf3	Scar3|Wave3	WAS protein family, member 3	protein-coding
3025	chr16	94962501	94963000	+	0	NA	intron (NM_001025585, intron 1 of 2)	intron (NM_001025585, intron 1 of 2)	34946	NM_010606	16522	Mm.328720	NM_010606	ENSMUSG00000043301	Kcnj6	BIR1|GIRK2|KATP2|KCNJ7|Kir3.2|weaver|wv	potassium inwardly-rectifying channel, subfamily J, member 6	protein-coding
3492	chrX	8663001	8663500	+	0	NA	Intergenic	Intergenic	27594	NM_001081565	631002	Mm.379565	NM_001081565	ENSMUSG00000079703	Ssxb8	-	synovial sarcoma, X member B8	protein-coding
2215	chr11	108062501	108063000	+	0	NA	intron (NM_011101, intron 3 of 16)	intron (NM_011101, intron 3 of 16)	65902	NR_106082	102465705		NR_106082	ENSMUSG00000098989	Mir7223	Gm28009|mmu-mir-7223	microRNA 7223	ncRNA
3187	chr17	27582001	27582500	+	0	NA	intron (NM_001291046, intron 3 of 4)	intron (NM_001291046, intron 3 of 4)	-16523	NM_001002895	106672	Mm.61488	NM_001002895	ENSMUSG00000062753	AI413582	AI854251|Smim29	expressed sequence AI413582	protein-coding
2551	chr12	24582001	24582500	+	0	NA	intron (NM_145890, intron 2 of 13)	intron (NM_145890, intron 2 of 13)	1531	NM_145890	195733	Mm.263068	NM_145890	ENSMUSG00000020656	Grhl1	LBP-32|MGR|Tcfcp2l2	grainyhead like transcription factor 1	protein-coding
2776	chr14	60009501	60010000	+	0	NA	intron (NM_015803, intron 20 of 35)	intron (NM_015803, intron 20 of 35)	77164	NM_015803	50769	Mm.319599	NM_015803	ENSMUSG00000021983	Atp8a2	AI415030|Atpc1b|agil|wl	ATPase, aminophospholipid transporter-like, class I, type 8A, member 2	protein-coding
2284	chr11	115296501	115297000	+	0	NA	intron (NM_178035, intron 1 of 5)	intron (NM_178035, intron 1 of 5)	796	NM_178035	328035	Mm.21995	NM_178035	ENSMUSG00000044788	Fads6	BC044804	fatty acid desaturase domain family, member 6	protein-coding
3374	chr19	53507501	53508000	+	0	NA	Intergenic	Intergenic	-21395	NM_001085390	240672	Mm.482424	NM_001085390	ENSMUSG00000034765	Dusp5	Gm337	dual specificity phosphatase 5	protein-coding
3270	chr18	82575501	82576000	+	0	NA	intron (NM_001025259, intron 4 of 4)	intron (NM_001025259, intron 4 of 4)	21242	NM_001025254	17196	Mm.252063	NM_010777	ENSMUSG00000041607	Mbp	C76307|Hmbpr|R75289|golli-mbp|jve|mld|shi	myelin basic protein	protein-coding
2380	chr11	5987501	5988000	+	0	NA	intron (NM_007595, intron 12 of 20)	intron (NM_007595, intron 12 of 20)	31992	NM_019661	56418	Mm.294821	NM_019661	ENSMUSG00000002741	Ykt6	0610042I15Rik|1810013M05Rik|AW105923	YKT6 v-SNARE homolog (S. cerevisiae)	protein-coding
669	chr4	150937501	150938000	+	0	NA	intron (NM_001077509, intron 7 of 7)	intron (NM_001077509, intron 7 of 7)	9751	NM_001077509	21942	Mm.244187	NM_011612	ENSMUSG00000028965	Tnfrsf9	4-1BB|A930040I11Rik|AA408498|AI325004|CDw137|Cd137|ILA|Ly63	tumor necrosis factor receptor superfamily, member 9	protein-coding
1274	chr7	98159501	98160000	+	0	NA	intron (NM_001301250, intron 2 of 12)	intron (NM_001301250, intron 2 of 12)	2592	NM_001301250	12337	Mm.326847	NM_007602	ENSMUSG00000035547	Capn5	nCL-3	calpain 5	protein-coding
1786	chr9	45185501	45186000	+	0	NA	intron (NM_145403, intron 3 of 12)	intron (NM_145403, intron 3 of 12)	-10016	NM_001198971	408059	Mm.249297	NM_001198971	ENSMUSG00000091996	BC049352	SMIM35	cDNA sequence BC049352	protein-coding
1370	chr7	123205001	123205500	+	0	NA	Intergenic	RSINE1|SINE|B4	-9616	NM_146198	233836	Mm.211838	NM_146198	ENSMUSG00000030769	Slc5a11	2010013B02Rik|Kst1|RKST2|SMIT2|Slc5a10	solute carrier family 5 (sodium/glucose cotransporter), member 11	protein-coding
1761	chr9	47730501	47731000	+	0	NA	intron (NM_001025600, intron 1 of 8)	intron (NM_001025600, intron 1 of 8)	87458	NR_046048	100038460	Mm.447649	NR_046048		Gm10677	-	predicted gene 10677	ncRNA
1660	chr8	106906001	106906500	+	0	NA	exon (NM_011574, exon 7 of 17)	exon (NM_011574, exon 7 of 17)	12610	NM_001358982	21771	Mm.10665	NM_011574	ENSMUSG00000041438	Utp4	Cirh1a|Cirhin|Naic|Teg-292|Tex292	UTP4 small subunit processome component	protein-coding
3186	chr17	27596001	27596500	+	0	NA	intron (NM_001291046, intron 2 of 4)	intron (NM_001291046, intron 2 of 4)	26714	NM_001291046	56409	Mm.144699	NM_019837	ENSMUSG00000024213	Nudt3	1110011B09Rik|AA960325|Dipp|Dipp1	nudix (nucleotide diphosphate linked moiety X)-type motif 3	protein-coding
2879	chr15	99502001	99502500	+	0	NA	intron (NM_001038658, intron 11 of 11)	intron (NM_001038658, intron 11 of 11)	25915	NM_028224	72393	Mm.39760	NM_028224	ENSMUSG00000023011	Faim2	2900002L20Rik|Lfg|Lfg2|NMP25|Nmp35|Tmbim2	Fas apoptotic inhibitory molecule 2	protein-coding
3053	chr16	24215001	24215500	+	0	NA	Intergenic	Intergenic	-132560	NR_155457	108168278	Mm.417246	NR_155457		Gm46545	-	predicted gene, 46545	ncRNA
2777	chr14	60379501	60380000	+	0	NA	exon (NM_001164705, exon 2 of 2)	exon (NM_001164705, exon 2 of 2)	2058	NM_001164705	72125	Mm.275499	NM_028113	ENSMUSG00000021986	Amer2	2600011E07Rik|Fam123a	APC membrane recruitment 2	protein-coding
2539	chr12	21256001	21256500	+	0	NA	intron (NM_001004364, intron 22 of 26)	intron (NM_001004364, intron 22 of 26)	30034	NM_008403	16413	Mm.273333	NM_008403	ENSMUSG00000062352	Itgb1bp1	AI449260|AU019480|Icap1	integrin beta 1 binding protein 1	protein-coding
35	chr1	135485001	135485500	+	0	NA	intron (NM_173437, intron 3 of 28)	intron (NM_173437, intron 3 of 28)	-30567	NR_049188	100885827		NR_049188	ENSMUSG00000093515	Mir1231	Gm23720|mir-1231|mmu-mir-1231	microRNA 1231	ncRNA
3161	chr17	6860501	6861000	+	0	NA	Intergenic	Intergenic	34587	NR_030465	751529		NR_030465	ENSMUSG00000076218	Mir692-1	Mirn692-1|mir-692-1	microRNA 692-1	ncRNA
1245	chr6	31114001	31114500	+	0	NA	intron (NR_110471, intron 3 of 3)	intron (NR_110471, intron 3 of 3)	-51157	NR_029532	387223		NR_029532	ENSMUSG00000065604	Mir29b-1	Mirn29b|Mirn29b-1|mir-29b-1	microRNA 29b-1	ncRNA
861	chr5	140093501	140094000	+	0	NA	intron (NR_152617, intron 14 of 16)	intron (NR_152617, intron 14 of 16)	81168	NM_001359027	17120	Mm.27250	NM_010752	ENSMUSG00000029554	Mad1l1	AI173502|AW550425|Mad1	MAD1 mitotic arrest deficient 1-like 1	protein-coding
847	chr5	139108501	139109000	+	0	NA	intron (NM_001359101, intron 1 of 9)	PB1D11|SINE|Alu	21002	NM_008923	19085	Mm.306163	NM_008923	ENSMUSG00000025855	Prkar1b	AI385716|RIbeta	protein kinase, cAMP dependent regulatory, type I beta	protein-coding
3301	chr18	37848001	37848500	+	0	NA	intron (NM_001305980, intron 27 of 27)	intron (NM_001305980, intron 27 of 27)	6410	NR_105945	102465592		NR_105945	ENSMUSG00000098706	Mir6979	Gm27524|mmu-mir-6979	microRNA 6979	ncRNA
2077	chr10	40054501	40055000	+	0	NA	intron (NM_001114332, intron 4 of 5)	intron (NM_001114332, intron 4 of 5)	-29482	NM_144821	215929	Mm.55513	NM_144821	ENSMUSG00000038522	Mfsd4b1	AI317395|AI482555|Naglt1a	major facilitator superfamily domain containing 4B1	protein-coding
2934	chr15	79914501	79915000	+	0	NA	Intergenic	Intergenic	17896	NM_144811	52609	Mm.323442	NM_144811	ENSMUSG00000053411	Cbx7	1600014J01Rik|AI851678|D15Ertd417e	chromobox 7	protein-coding
3508	chrX	52164501	52165000	+	0	NA	exon (NM_008150, exon 1 of 9)	exon (NM_008150, exon 1 of 9)	173	NM_008150	14735	Mm.1528	NM_008150	ENSMUSG00000031119	Gpc4	9530073D23Rik|AF311610|AI385680|AI661372|K-glypican	glypican 4	protein-coding
1061	chr5	35925501	35926000	+	0	NA	intron (NM_027373, intron 1 of 16)	intron (NM_027373, intron 1 of 16)	32431	NM_027373	70292	Mm.125167	NM_027373	ENSMUSG00000029094	Afap1	2600003E23Rik|9630044L16Rik|AI848729|Afap|mKIAA3018	actin filament associated protein 1	protein-coding
254	chr2	27459501	27460000	+	0	NA	exon (NM_001113573, exon 6 of 12)	exon (NM_001113573, exon 6 of 12)	-9120	NR_106102	102466836		NR_106102	ENSMUSG00000098812	Mir7578	Gm27789|mmu-mir-7578	microRNA 7578	ncRNA
1848	chr9	15018501	15019000	+	0	NA	intron (NM_019482, intron 2 of 4)	URR1A|DNA|hAT-Charlie	26728	NM_019482	55991	Mm.142253	NM_019482	ENSMUSG00000031934	Panx1	AI847747	pannexin 1	protein-coding
1086	chr5	67824001	67824500	+	0	NA	intron (NM_001038999, intron 1 of 36)	intron (NM_001038999, intron 1 of 36)	23181	NM_009727	11980	Mm.153230	NM_009727	ENSMUSG00000037685	Atp8a1	AI481521|AI853962|APLT|AW743152|AW822227|Atp3a2|B230107D19Rik|ClassI	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	protein-coding
1436	chr7	4992501	4993000	+	0	NA	TTS (NM_026741)	TTS (NM_026741)	3351	NM_026741	68490	Mm.76400	NM_026741	ENSMUSG00000051550	Zfp579	1110003A17Rik|Znf579	zinc finger protein 579	protein-coding
1153	chr6	144202501	144203000	+	0	NA	intron (NM_001113559, intron 1 of 13)	intron (NM_001113559, intron 1 of 13)	6818	NM_001243163	20678	Mm.1752	NM_011444	ENSMUSG00000041540	Sox5	A730017D01Rik|AI528773	SRY (sex determining region Y)-box 5	protein-coding
2145	chr11	88215001	88215500	+	0	NA	Intergenic	Intergenic	10862	NM_001291271	64656	Mm.168680	NM_024174	ENSMUSG00000023723	Mrps23	D11Bwg1153e|MRP-S23|Rpms23|S23mt	mitochondrial ribosomal protein S23	protein-coding
3158	chr17	13394501	13395000	+	0	NA	Intergenic	Intergenic	40178	NM_001167578	100041352	Mm.432087	NM_001167578	ENSMUSG00000052469	Tcp10c	D17Leh66C|D17Leh66ca|Gm9880|T66C-a|Tcp-10c	t-complex protein 10c	protein-coding
1780	chr9	45440501	45441000	+	0	NA	intron (NM_001081270, intron 1 of 32)	intron (NM_001081270, intron 1 of 32)	-9518	NR_040732	74602	Mm.394117	NR_040732	ENSMUSG00000097074	4833428L15Rik	-	RIKEN cDNA 4833428L15 gene	ncRNA
520	chr3	51912001	51912500	+	0	NA	intron (NM_001004176, intron 1 of 4)	intron (NM_001004176, intron 1 of 4)	192756	NM_001004176	433586	Mm.234972	NM_001004176	ENSMUSG00000061143	Maml3	AV234550|BC049812|Mam-2|mKIAA1816	mastermind like transcriptional coactivator 3	protein-coding
1376	chr7	125888001	125888500	+	0	NA	intron (NM_001358885, intron 5 of 5)	intron (NM_001358885, intron 5 of 5)	180380	NM_001358287	233865	Mm.274389	NM_001081022	ENSMUSG00000032743	D430042O09Rik	Kiaa0556	RIKEN cDNA D430042O09 gene	protein-coding
1503	chr7	49762501	49763000	+	0	NA	intron (NM_001146053, intron 3 of 5)	intron (NM_001146053, intron 3 of 5)	3238	NM_001146052	53415	Mm.20801	NM_016865	ENSMUSG00000039745	Htatip2	AW111545|Cc3|Tip30	HIV-1 Tat interactive protein 2	protein-coding
1666	chr8	20922001	20922500	+	0	NA	promoter-TSS (NM_001025353)	promoter-TSS (NM_001025353)	-179	NM_001025353	100503992	Mm.490240	NM_001025353	ENSMUSG00000071165	Gm6040	Defb51|EG574083	predicted gene 6040	protein-coding
59	chr1	172046501	172047000	+	0	NA	Intergenic	RLTR20C2_MM|LTR|ERVK	10846	NM_010916	18071	Mm.2474	NM_010916	ENSMUSG00000051251	Nhlh1	Hen1|Nscl|Tal2|bHLHa35	nescient helix loop helix 1	protein-coding
3180	chr17	46397001	46397500	+	0	NA	exon (NM_207671, exon 3 of 10)	exon (NM_207671, exon 3 of 10)	13484	NM_021346	57908	Mm.439916	NM_021346	ENSMUSG00000015597	Zfp318	2610034E08Rik|D530032D06Rik|TZF|Znf318	zinc finger protein 318	protein-coding
862	chr5	140890001	140890500	+	0	NA	intron (NM_175362, intron 12 of 24)	intron (NM_175362, intron 12 of 24)	-59819	NM_010302	14673	Mm.370185	NM_010302	ENSMUSG00000000149	Gna12	AI414047|AI504261|Galpha12	guanine nucleotide binding protein, alpha 12	protein-coding
1441	chr7	15988001	15988500	+	0	NA	exon (NM_001081418, exon 5 of 14)	exon (NM_001081418, exon 5 of 14)	11245	NM_001081418	243842	Mm.440249	NM_001081418	ENSMUSG00000070808	Bicra	Gltscr1	BRD4 interacting chromatin remodeling complex associated protein	protein-coding
1758	chr9	46199001	46199500	+	0	NA	intron (NM_027498, intron 13 of 24)	intron (NM_027498, intron 13 of 24)	-29380	NM_009692	11806	Mm.26743	NM_009692	ENSMUSG00000032083	Apoa1	Alp-1|Apoa-1|Brp-14|Ltw-1|Lvtw-1|Sep-1|Sep-2|Sep2|apo-AI|apoA-I	apolipoprotein A-I	protein-coding
1681	chr8	27033501	27034000	+	0	NA	intron (NM_001364476, intron 10 of 11)	RSINE1|SINE|B4	-8805	NM_054057	114863	Mm.277501	NM_054057	ENSMUSG00000031485	Plpbp	1700024N20Rik|2200002F22Rik|Prosc	pyridoxal phosphate binding protein	protein-coding
833	chr5	112368501	112369000	+	0	NA	intron (NM_001359853, intron 8 of 13)	intron (NM_001359853, intron 8 of 13)	-12717	NM_001039228	625424	Mm.389677	NM_001039228	ENSMUSG00000051503	Gm6583	EG625424	predicted gene 6583	protein-coding
2992	chr15	27772501	27773000	+	0	NA	intron (NM_001081302, intron 36 of 56)	intron (NM_001081302, intron 36 of 56)	-91208	NM_198301	223433	Mm.266485	NM_198301	ENSMUSG00000056069	Otulinl	9830126M18|Fam105a	OTU deubiquitinase with linear linkage specificity like	protein-coding
2387	chr11	6400501	6401000	+	0	NA	promoter-TSS (NR_106109)	promoter-TSS (NR_106109)	-880	NR_106109	102465759		NR_106109	ENSMUSG00000098516	Mir7651	Gm27664|mmu-mir-7651	microRNA 7651	ncRNA
3277	chr18	80269501	80270000	+	0	NA	intron (NM_001164421, intron 3 of 4)	intron (NM_001164421, intron 3 of 4)	13444	NM_001164423	66943	Mm.29247	NM_025861	ENSMUSG00000034006	Pqlc1	2310009N05Rik|4933425L21Rik|5730564E11Rik|C78974	PQ loop repeat containing 1	protein-coding
2174	chr11	61882001	61882500	+	0	NA	intron (NM_019921, intron 12 of 14)	intron (NM_019921, intron 12 of 14)	-27158	NM_013881	29869	Mm.162025	NM_013881	ENSMUSG00000004798	Ulk2	A830085I22Rik|AU015340|Unc51.2|mKIAA0623	unc-51 like kinase 2	protein-coding
1597	chr8	122087501	122088000	+	0	NA	Intergenic	Intergenic	109726	NR_106096	102466915		NR_106096	ENSMUSG00000099140	Mir7237	Gm27482|mmu-mir-7237	microRNA 7237	ncRNA
2253	chr11	120261501	120262000	+	0	NA	intron (NM_198423, intron 3 of 27)	intron (NM_198423, intron 3 of 27)	28803	NM_198423	268515	Mm.309498	NM_198423	ENSMUSG00000039741	Bahcc1	B930044J06|BC060615	BAH domain and coiled-coil containing 1	protein-coding
1058	chr5	36996501	36997000	+	0	NA	Intergenic	Intergenic	-7768	NM_011716	22393	Mm.20916	NM_011716	ENSMUSG00000039474	Wfs1	AI481085|wolframin	wolframin ER transmembrane glycoprotein	protein-coding
2604	chr13	97551001	97551500	+	0	NA	Intergenic	Intergenic	-8750	NR_046157	328314	Mm.138047	NR_046157	ENSMUSG00000110235	Gm5086	B230311A21|EG328314	predicted gene 5086	ncRNA
1080	chr5	75195001	75195500	+	0	NA	3' UTR (NM_011058, exon 23 of 23)	3' UTR (NM_011058, exon 23 of 23)	18419	NR_105992	102465620		NR_105992	ENSMUSG00000099060	Mir7025	Gm27860|mmu-mir-7025	microRNA 7025	ncRNA
1430	chr7	31123001	31123500	+	0	NA	intron (NM_011322, intron 2 of 5)	intron (NM_011322, intron 2 of 5)	3773	NM_011322	20266	Mm.1418	NM_011322	ENSMUSG00000019194	Scn1b	-	sodium channel, voltage-gated, type I, beta	protein-coding
2698	chr13	43699501	43700000	+	0	NA	Intergenic	Intergenic	-17041	NR_046022	622552	Mm.375036	NR_046022	ENSMUSG00000110016	Gm20751	-	predicted gene, 20751	ncRNA
2101	chr10	76368501	76369000	+	0	NA	exon (NM_001282992, exon 35 of 42)	exon (NM_001282992, exon 35 of 42)	-20265	NR_040580	67523	Mm.437833	NR_040580	ENSMUSG00000101695	1700094J05Rik	-	RIKEN cDNA 1700094J05 gene	ncRNA
1596	chr8	122085001	122085500	+	0	NA	Intergenic	Intergenic	107226	NR_106096	102466915		NR_106096	ENSMUSG00000099140	Mir7237	Gm27482|mmu-mir-7237	microRNA 7237	ncRNA
3084	chr16	34235001	34235500	+	0	NA	exon (NM_001164268, exon 15 of 34)	exon (NM_001164268, exon 15 of 34)	-268212	NM_009471	22247	Mm.13145	NM_009471	ENSMUSG00000022814	Umps	1700095D23Rik|AA408257|AL033308|BB164745	uridine monophosphate synthetase	protein-coding
3434	chr19	25424001	25424500	+	0	NA	exon (NM_181404, exon 8 of 14)	exon (NM_181404, exon 8 of 14)	-81456	NM_015826	50796	Mm.391208	NM_015826	ENSMUSG00000024837	Dmrt1	-	doublesex and mab-3 related transcription factor 1	protein-coding
2070	chr10	116810501	116811000	+	0	NA	intron (NM_001033333, intron 13 of 24)	intron (NM_001033333, intron 13 of 24)	81497	NR_131036	75878	Mm.370607	NR_131036	ENSMUSG00000112924	4930579P08Rik	-	RIKEN cDNA 4930579P08 gene	ncRNA
635	chr4	152484501	152485000	+	0	NA	intron (NM_153424, intron 2 of 29)	intron (NM_153424, intron 2 of 29)	6608	NM_153424	260305	Mm.302496	NM_153424	ENSMUSG00000039577	Nphp4	4930564O18Rik|nmf192	nephronophthisis 4 (juvenile) homolog (human)	protein-coding
889	chr5	147091501	147092000	+	0	NA	intron (NM_181730, intron 1 of 2)	intron (NM_181730, intron 1 of 2)	14404	NM_181730	20018	Mm.317557	NM_009087	ENSMUSG00000029642	Polr1d	1110003G10Rik|AC19|RPA16|Rpo1-3	polymerase (RNA) I polypeptide D	protein-coding
1405	chr7	19241001	19241500	+	0	NA	intron (NM_207525, intron 1 of 1)	intron (NM_207525, intron 1 of 1)	-8185	NM_001370864	102637572	Mm.239583	NM_001370864		Gm38499	-	predicted gene, 38499	protein-coding
2225	chr11	109670501	109671000	+	0	NA	Intergenic	Tigger17c|DNA|TcMar-Tigger	19408	NM_001362677	19084	Mm.30039	NM_021880	ENSMUSG00000020612	Prkar1a	1300018C22Rik|RIalpha|Tse-1|Tse1	protein kinase, cAMP dependent regulatory, type I, alpha	protein-coding
950	chr5	115520001	115520500	+	0	NA	intron (NM_011223, intron 1 of 10)	L3|LINE|CR1	13574	NM_011223	19303	Mm.18714	NM_011223	ENSMUSG00000029528	Pxn	AW108311|AW123232|Pax	paxillin	protein-coding
3015	chr16	95573501	95574000	+	0	NA	intron (NM_001302152, intron 1 of 10)	intron (NM_001302152, intron 1 of 10)	12843	NM_001302152	13876	Mm.164531	NM_133659	ENSMUSG00000040732	Erg	D030036I24Rik	ETS transcription factor	protein-coding
576	chr4	138800501	138801000	+	0	NA	intron (NM_001122954, intron 5 of 5)	intron (NM_001122954, intron 5 of 5)	18507	NM_011110	18784	Mm.486532	NM_011110	ENSMUSG00000041193	Pla2g5	PLA2|sPLA2	phospholipase A2, group V	protein-coding
145	chr1	75133501	75134000	+	0	NA	exon (NM_194333, exon 1 of 12)	exon (NM_194333, exon 1 of 12)	140	NM_194333	22626	Mm.68157	NM_194333	ENSMUSG00000026205	Slc23a3	SVCT3|Yspl1	solute carrier family 23 (nucleobase transporters), member 3	protein-coding
506	chr3	121259001	121259500	+	0	NA	intron (NM_178936, intron 1 of 7)	intron (NM_178936, intron 1 of 7)	3917	NM_001355678	99887	Mm.26088	NM_178936	ENSMUSG00000028132	Tmem56	4930577M16Rik|AU018104|AW109744|C730036B01Rik	transmembrane protein 56	protein-coding
2411	chr11	60185501	60186000	+	0	NA	exon (NM_009021, exon 3 of 6)	exon (NM_009021, exon 3 of 6)	14867	NR_105886	102465555		NR_105886	ENSMUSG00000098547	Mir6921	Gm27352|mmu-mir-6921	microRNA 6921	ncRNA
1377	chr7	126038501	126039000	+	0	NA	intron (NM_001358885, intron 1 of 5)	intron (NM_001358885, intron 1 of 5)	43661	NM_001101488	269994	Mm.39599	NM_001101488	ENSMUSG00000046182	Gsg1l	AI852434|C230098I05Rik|G630023A01Rik|Gm637|g1l	GSG1-like	protein-coding
2568	chr13	81691501	81692000	+	0	NA	intron (NM_001081176, intron 3 of 7)	Looper|DNA|PiggyBac	19263	NM_001081176	67486	Mm.279781	NM_001081176	ENSMUSG00000035834	Polr3g	2310047G20Rik|AV275904|RPC32|RPC7	polymerase (RNA) III (DNA directed) polypeptide G	protein-coding
415	chr2	92387001	92387500	+	0	NA	TTS (NR_105966)	TTS (NR_105966)	196	NR_105966	102466783		NR_105966	ENSMUSG00000099093	Mir7000	Gm27338|mmu-mir-7000	microRNA 7000	ncRNA
186	chr1	66838001	66838500	+	0	NA	intron (NM_007381, intron 9 of 10)	intron (NM_007381, intron 9 of 10)	-20655	NM_001357156	68691	Mm.240912	NM_177645	ENSMUSG00000026004	Kansl1l	1110028C15Rik|1190030G24|AI427598|C430010P07Rik|mKIAA4189	KAT8 regulatory NSL complex subunit 1-like	protein-coding
2671	chr13	58066001	58066500	+	0	NA	intron (NM_001362415, intron 4 of 14)	intron (NM_001362415, intron 4 of 14)	-43050	NR_030544	100124491		NR_030544	ENSMUSG00000077962	Mir874	Mirn874|mir-874|mmu-mir-874	microRNA 874	ncRNA
2499	chr12	105468001	105468500	+	0	NA	intron (NM_001252508, intron 1 of 1)	intron (NM_001252508, intron 1 of 1)	14394	NM_001252508	268595	Mm.2388	NM_001252508	ENSMUSG00000094910	D430019H16Rik	AI852661	RIKEN cDNA D430019H16 gene	protein-coding
1184	chr6	128410001	128410500	+	0	NA	3' UTR (NM_133927, exon 12 of 12)	3' UTR (NM_133927, exon 12 of 12)	10484	NM_001162858	60345	Mm.269883	NM_021717	ENSMUSG00000001520	Nrip2	AW491344|NIX1	nuclear receptor interacting protein 2	protein-coding
797	chr4	41653501	41654000	+	0	NA	Intergenic	MER81|DNA|hAT-Blackjack	-13448	NM_027147	69638	Mm.372459	NM_027147	ENSMUSG00000028445	Enho	1110065P19Rik|2310040A07Rik	energy homeostasis associated	protein-coding
2361	chr11	102432501	102433000	+	0	NA	intron (NM_008175, intron 1 of 12)	intron (NM_008175, intron 1 of 12)	2243	NM_008175	14824	Mm.1568	NM_008175	ENSMUSG00000034708	Grn	GP88|PCDGF|PEPI|Pgrn|epithelin	granulin	protein-coding
1667	chr8	23144501	23145000	+	0	NA	intron (NM_001282148, intron 2 of 5)	intron (NM_001282148, intron 2 of 5)	-2088	NR_037293	100526510		NR_037293	ENSMUSG00000106471	Mir3107	mir-486b|mmu-mir-3107|mmu-mir-486b	microRNA 3107	ncRNA
1115	chr6	90764001	90764500	+	0	NA	intron (NM_001356440, intron 1 of 13)	intron (NM_001356440, intron 1 of 13)	45873	NM_001356440	232227	Mm.196943	NM_182784	ENSMUSG00000034312	Iqsec1	AW561907|BC026481|BRAG2|D6Ertd349e|cI-43	IQ motif and Sec7 domain 1	protein-coding
2770	chr14	48212501	48213000	+	0	NA	intron (NR_003630, intron 2 of 2)	intron (NR_003630, intron 2 of 2)	14034	NR_003630	624367	Mm.445185	NM_001037921	ENSMUSG00000021846	Gm6498	EG624367	glyceraldehyde-3-phosphate dehydrogenase pseudogene	pseudo
